pgChr	pgOrd	pgID	OutgroupAlnPercMean	BahahaTaipingensisF0	BahahaTaipingensisF1	BahahaTaipingensisM0	BahahaTaipingensisM1
10	12692	2340	0.76713237246616	1	1	1	1
10	12693	2341	0.76086502735162	1	1	1	1
10	12695	2343	0.8734127483585	1	1	1	1
10	12698	2345	0.52303300520875	1	1	1	1
10	12699	2346	0.9838104548261	1	1	1	1
10	12700	2347	0.73847169480274	1	1	1	1
10	12701	2348	0.93693463684286	1	1	1	1
10	12702	2349	0.94754507743166	1	1	1	1
10	12703	2350	0.78171709180924	1	1	1	1
10	12704	2351	0.73895239946018	1	1	1	1
10	12705	2352	0.83766577025955	1	1	1	1
10	12707	2354	0.7889559822837	1	1	1	1
10	12708	2355	0.76889745166362	1	1	1	1
10	12711	2357	0.73220989447061	1	1	1	1
10	12712	2358	0.76204143359483	1	1	1	1
10	12713	2359	0.97124651626197	1	1	1	1
10	12714	2360	0.72159563284241	1	0	0	1
10	12715	2361	0.84524475517403	1	0	0	1
10	12716	2362	0.70401915830361	1	0	0	1
10	12719	2363	0.60859633961869	0.5	1	1	1
10	12720	2364	0.69219224160778	1	1	1	1
10	12722	2366	0.5404500643135	1	1	0.5	0.5
10	12723	2367	0.72222489618604	1	1	1	1
10	12724	2368	0.68703385005099	1	1	1	1
10	12725	2369	0.89783326607898	1	0	1	0
10	12728	2372	0.78552096372374	1	1	1	1
10	12729	2373	0.81145230737216	1	1	1	1
10	12731	2375	0.86144032304286	1	1	1	1
10	12732	2376	0.85843846766301	1	1	1	1
10	12733	2377	0.84457207538245	1	1	1	1
10	12736	2380	0.64982491461243	1	1	1	1
10	12737	2381	0.90355329949239	1	1	1	1
10	12738	2382	0.70211796667401	1	1	1	1
10	12742	2386	0.49823824063814	1	1	1	1
10	12743	2387	0.89932205377532	1	1	1	1
10	12744	2388	0.49655719954727	1	1	1	1
10	12745	2389	0.68098878350321	1	1	1	1
10	12746	2390	0.815014886409	1	1	1	1
10	12747	2391	0.9651966982806	1	1	1	1
10	12748	2392	0.66537591352367	1	1	1	1
10	12749	2393	0.5042521433491	1	1	1	1
10	12750	2394	0.54647448858879	1	1	1	1
10	12751	2395	0.88134432549983	1	1	1	1
10	12753	2397	0.4359707137573	1	1	1	1
10	12756	2400	0.80204476512206	1	1	1	1
10	12757	2401	0.68908662711349	1	1	1	1
10	12760	2404	0.749569761113	1	1	1	1
10	12761	2405	0.904137367955	1	1	1	1
10	12762	2406	0.6730291317416	1	1	1	1
10	12764	2408	0.92119337080184	1	1	1	1
10	12768	2412	0.73191091700888	1	1	1	1
10	12769	2413	0.45619078574016	1	1	1	1
10	12771	2415	0.84109832974788	1	1	1	1
10	12773	2416	0.8745728722615	0.5	1	1	1
10	12774	2417	0.69171010616835	1	1	1	1
10	12775	2418	0.93432003733071	1	1	1	1
10	12776	2419	0.72998195889555	1	1	1	1
101	28452	2427	0.83964485953555	1	1	1	1
101	28453	2428	0.55640927481784	1	1	1	1
101	28455	2430	0.94585606203106	1	1	1	1
101	28460	2435	0.79752076955831	1	1	1	1
11	12782	2486	0.43105948995557	1	1	1	1
11	12790	2494	0.53402662796857	1	1	1	1
11	12792	2496	0.94294608590855	1	1	1	1
11	12794	2497	0.21695212401913	1	0	1	1
11	12798	2503	0.47594699797623	1	1	1	1
11	12800	2506	0.68065354983795	1	1	1	1
11	12801	2507	0.65325071979898	1	1	1	1
11	12802	2508	0.88913686173507	1	1	1	1
11	12803	2510	0.80305416679464	1	1	1	1
11	12804	2511	0.79825755364149	1	1	1	1
11	12805	2512	0.82709371333414	1	1	1	1
11	12807	2514	0.81494662463121	1	1	1	1
11	12808	2515	0.72919609820788	1	1	1	1
11	12809	2516	0.6743278856331	1	1	1	1
11	12811	2518	0.76680979420482	1	1	1	1
11	12814	2521	0.80612943461414	1	1	1	1
11	12816	2523	0.62638423105983	1	1	1	1
11	12818	2525	0.41573932927285	1	1	1	1
11	12819	2526	0.77032440305721	1	1	1	1
11	12820	2527	0.94580259693273	0	1	1	1
11	12821	2528	0.70532318117553	0	1	1	1
11	12822	2529	0.83498960190137	1	1	1	1
11	12823	2530	0.91551491794988	1	1	1	1
11	12825	2532	0.89300198385839	1	1	1	1
11	12827	2534	0.57737996251716	1	1	1	1
11	12829	2536	0.80807801448218	1	1	1	1
11	12830	2537	0.97215007215007	1	1	1	1
11	12832	2539	0.95372851662918	1	1	1	1
11	12834	2541	0.59826436076233	1	1	1	1
11	12838	2543	0.45610287196044	1	1	1	1
11	12839	2544	0.64930797222484	1	1	1	1
11	12841	2546	0.49621463869488	1	1	1	1
11	12842	2547	0.66853745035923	1	1	1	1
11	12843	2548	0.91420212217105	1	1	1	1
11	12848	2553	0.90109456046956	1	1	1	1
11	12849	2554	0.76367958346643	1	1	1	1
11	12850	2555	0.81374423660245	1	1	1	1
11	12851	2556	0.89050374420501	1	1	1	1
11	12852	2557	0.7035052436326	1	1	1	1
11	12853	2558	0.78759269518364	1	1	1	1
11	12854	2559	0.96965065502183	1	1	1	1
11	12859	2564	0.87096074012264	1	1	1	1
11	12860	2565	0.85834813775908	1	1	1	1
11	12861	2566	0.68875872940211	1	1	1	1
11	12862	2567	0.85101536704681	1	1	1	1
11	12863	2568	0.9239070488779	1	1	1	1
11	12865	2570	0.55993364332816	1	1	1	1
11	12866	2571	0.70516675642064	1	1	1	1
11	12868	2573	0.9251310147097	1	1	1	1
11	12870	2575	0.90262511484225	1	1	1	1
11	12872	2577	0.91763661583314	1	1	1	1
11	12877	2582	0.86263394935008	1	1	1	1
11	12879	2584	0.78985817302786	1	1	1	1
11	12880	2585	0.89143334014654	1	1	1	1
11	12881	2586	0.8739110168299	1	1	1	1
11	12882	2587	0.83817231888793	1	1	1	1
11	12883	2588	0.89181660190124	1	1	1	1
11	12884	2589	0.91121669144844	1	1	1	1
11	12885	2590	0.82989234620197	1	1	1	1
11	12886	2591	0.82674630271867	1	1	1	1
11	12888	2593	0.84840318239462	1	1	1	1
11	12889	2594	0.6956710186122	1	1	1	1
11	12891	2596	0.78462505880562	1	1	1	1
11	12892	2597	0.88727657489622	1	1	1	1
11	12893	2598	0.8530420378713	1	1	1	1
11	12894	2599	0.75725784820216	1	1	1	1
11	12895	2600	0.89746403181146	1	1	1	1
11	12896	2601	0.93227779398391	1	1	1	1
11	12897	2602	0.83748891013807	1	1	1	1
11	12898	2603	0.55311412833727	1	1	1	1
11	12899	2604	0.74426837813927	1	1	1	1
11	12900	2605	0.85279557436804	1	1	1	1
11	12901	2606	0.94299346016557	1	1	1	1
11	12902	2607	0.78970552874473	1	1	1	1
11	12903	2608	0.47152162152679	1	1	1	1
11	12904	2609	0.73070127959362	1	1	1	1
11	12906	2611	0.73372575584129	1	1	1	1
11	12907	2612	0.59056250628912	1	1	1	1
11	12908	2613	0.73014924967676	1	1	1	1
11	12909	2614	0.99244948599787	1	1	1	1
11	12910	2615	0.96151633735352	1	1	1	1
11	12911	2616	0.895024209159	1	1	1	1
11	12912	2617	0.9084409789631	1	1	1	1
11	12914	2619	0.8900282326014	1	1	1	1
11	12915	2620	0.7664716078202	1	1	1	1
11	12916	2621	0.80265049556332	1	1	1	1
11	12917	2622	0.97127319414688	1	1	1	1
11	12918	2623	0.93103349158074	1	1	1	1
11	12920	2625	0.98085585585586	1	1	1	1
11	12921	2626	0.76873169177174	1	1	1	1
11	12922	2627	0.861098660064	1	1	1	1
11	12923	2628	0.91869717659773	1	1	1	1
11	12924	2629	0.82136419284876	1	1	1	1
11	12925	2630	0.84430914196216	1	1	1	1
11	12927	2632	0.96511449505476	1	1	1	1
11	12929	2634	0.82656650161541	1	1	1	1
11	12930	2635	0.82551956164775	1	1	1	1
11	12931	2636	0.85837051758353	1	1	1	1
11	12932	2637	0.76019895543591	1	1	1	1
11	12933	2638	0.88014863158691	1	1	1	1
11	12934	2639	0.85923876461821	1	1	1	1
11	12935	2640	0.89226730616259	1	1	1	1
11	12936	2641	0.97634533148232	1	1	1	1
11	12937	2642	0.93854415216783	1	1	1	1
11	12938	2643	0.84804164543211	1	1	1	1
11	12939	2644	0.90659118629421	1	1	1	1
11	12940	2645	0.77369568873681	1	1	1	1
11	12942	2647	0.88442034450915	1	1	1	1
11	12944	2649	0.78751384018899	1	1	1	1
11	12945	2650	0.41887729376407	1	1	1	1
11	12953	2655	0.82269921753706	1	1	1	1
11	12954	2656	0.78783653379426	1	1	1	1
11	12956	2658	0.8002882656711	1	1	1	1
11	12957	2659	0.77568102593712	1	1	1	1
11	12958	2660	0.96082348180004	1	1	1	1
11	12959	2661	0.91523534557787	1	1	1	1
11	12960	2662	0.92187688829113	1	1	1	1
11	12961	2663	0.91808056180832	1	1	1	1
11	12962	2664	0.90715815125379	1	1	1	1
11	12963	2665	0.89703201768515	1	1	1	1
11	12964	2666	0.8751941162286	1	1	1	1
11	12965	2667	0.90967921808751	1	1	1	1
11	12966	2668	0.87946217375093	1	1	1	1
11	12967	2669	0.83319846801089	1	1	1	1
11	12968	2670	0.75122189715162	1	1	1	1
11	12969	2671	0.90269600737889	1	1	1	1
11	12970	2672	0.95077932127451	1	1	1	1
11	12971	2673	0.91663494961954	1	1	1	1
11	12972	2674	0.77266250873843	1	1	1	1
11	12973	2675	0.73689874426251	1	1	1	1
11	12974	2676	0.99075469204335	1	1	1	1
11	12975	2677	0.90583679350712	1	1	1	1
11	12976	2678	0.92348832613509	1	1	1	1
11	12977	2679	0.90716042176686	1	1	1	1
11	12978	2680	0.89227348090046	1	1	1	1
11	12980	2681	0.90549184463941	1	1	1	1
11	12981	2682	0.95260493040288	1	1	1	1
11	12982	2683	0.75726013710576	1	1	1	1
11	12983	2684	0.88247780541003	1	1	1	1
11	12984	2685	0.88595320167064	1	1	1	1
11	12985	2686	0.93823017764856	1	1	1	1
11	12986	2687	0.59860197332667	1	1	1	1
11	12988	2689	0.81498452652532	1	1	1	1
11	12989	2690	0.71895472012617	1	1	1	1
11	12990	2691	0.86380244847816	1	1	1	1
11	12991	2692	0.84537973366625	1	1	1	1
11	12992	2693	0.9497185928107	1	1	1	1
11	12993	2694	0.76497558855176	1	1	1	1
11	12994	2695	0.90839868011887	1	1	1	1
11	12995	2696	0.9317880320654	1	1	1	1
11	12996	2697	0.9000474608448	1	1	1	1
11	12997	2698	0.96718151340996	1	1	1	1
11	12998	2699	0.8789546376096	1	1	1	1
11	12999	2700	0.96131363647135	1	1	1	1
11	13000	2701	0.95089134692769	1	1	1	1
11	13001	2702	0.54424952174491	1	1	1	1
11	13002	2703	0.95494116852746	1	1	1	1
11	13004	2705	0.94302099086843	1	1	1	1
11	13005	2706	0.77924480314673	1	1	1	1
11	13007	2708	0.92789972074987	1	1	1	1
11	13010	2711	0.91411023670957	1	1	1	1
11	13011	2712	0.72175501676841	1	1	1	1
11	13012	2713	0.88314317261686	1	1	1	1
11	13013	2714	0.73807744513345	1	1	1	1
11	13014	2715	0.79423553376244	1	1	1	1
11	13015	2716	0.92259096956317	1	1	1	1
11	13016	2717	0.92368533178297	1	1	1	1
11	13017	2718	0.85881406310435	1	1	1	1
11	13018	2719	0.77140624615356	1	1	1	1
11	13019	2720	0.72719399561198	1	1	1	1
11	13020	2721	0.91276900363136	1	1	1	1
11	13021	2722	0.8408056542877	1	1	1	1
11	13022	2723	0.78969502484403	1	1	1	1
11	13023	2724	0.91246218025105	1	1	1	1
11	13024	2725	0.62176723182381	1	1	1	1
11	13025	2726	0.87532428433525	1	1	1	1
11	13026	2727	0.65964433614954	1	1	1	1
11	13027	2728	0.72928103591811	1	1	1	1
11	13028	2729	0.92757417102967	1	1	1	1
11	13029	2730	0.95932275427986	1	1	1	1
11	13030	2731	0.85661459443664	1	1	1	1
11	13031	2732	0.89725378996609	1	1	1	1
11	13032	2733	0.69189602657265	1	1	1	1
11	13033	2734	0.84296242068943	1	1	1	1
11	13034	2735	0.86519492641027	1	1	1	1
11	13035	2736	0.65338476537617	1	1	1	1
11	13036	2737	0.85380691199883	1	1	1	1
11	13037	2738	0.87248946147937	1	1	1	1
11	13038	2739	0.92997766183474	1	1	1	1
11	13039	2740	0.93008177462438	1	1	1	1
11	13040	2741	0.93726411375399	1	1	1	1
11	13041	2742	0.75221874763857	1	1	1	1
11	13042	2743	0.48995607860553	1	1	1	1
11	13044	2745	0.85493543505724	1	1	1	1
11	13047	2747	0.94735970466882	1	1	1	1
11	13048	2748	0.91780024435762	1	1	1	1
11	13049	2749	0.86455923240947	1	1	1	1
11	13050	2750	0.87645586422208	1	1	1	1
11	13051	2751	0.83407378057041	1	1	1	1
11	13052	2752	0.78350627669335	1	1	1	1
11	13053	2753	0.60850832082737	1	1	1	1
11	13056	2756	0.94908598775407	1	1	1	1
11	13059	2759	0.90374495709446	1	1	1	1
11	13060	2760	0.79831191635007	1	1	1	1
11	13061	2761	0.779027449291	1	1	1	1
11	13062	2762	0.90605682758574	1	1	1	1
11	13063	2763	0.9450918080337	1	1	1	1
11	13065	2765	0.83735551422487	1	1	1	1
11	13067	2767	0.95931926840702	1	1	1	1
11	13068	2768	0.69210303243397	1	1	1	1
11	13071	2770	0.75161257805311	1	1	1	1
11	13072	2771	0.82757121286561	1	1	1	1
11	13073	2772	0.92095469821879	1	1	1	1
11	13075	2774	0.95845232692063	1	1	1	1
11	13076	2775	0.82091520601025	1	1	1	1
11	13078	2777	0.85237485434459	1	1	1	1
11	13079	2778	0.95989620333097	1	1	1	1
11	13080	2779	0.75273146841082	1	1	1	1
11	13081	2780	0.75976286188979	1	1	1	1
11	13082	2781	0.9299711815562	1	1	1	1
11	13083	2782	0.9375968308239	1	1	1	1
11	13084	2783	0.85395708312312	1	1	1	1
11	13085	2784	0.89196786679634	1	1	1	1
11	13086	2785	0.63557908063639	1	1	1	1
11	13088	2787	0.869863347645	1	1	1	1
11	13089	2788	0.8798457233688	1	1	1	1
11	13091	2790	0.79686670544662	1	1	1	1
11	13092	2791	0.92423968798362	1	1	1	1
11	13093	2792	0.87333576807725	1	1	1	1
11	13094	2793	0.79652643186803	1	1	1	1
11	13096	2795	0.90772572636807	1	1	1	1
11	13097	2796	0.96993464052288	1	1	1	1
11	13098	2797	0.91566119088685	1	1	1	1
11	13099	2798	0.74984600317377	1	1	1	1
11	13100	2799	0.95827348593145	1	1	1	1
11	13102	2801	0.93837993728327	1	1	1	1
11	13103	2802	0.90085726675483	1	1	1	1
11	13105	2804	0.7203533441154	1	1	1	1
11	13107	2806	0.78891301984007	1	1	1	1
11	13108	2807	0.91008112815442	1	1	1	1
11	13109	2808	0.88872921949125	1	1	1	1
11	13110	2809	0.95005435444798	1	1	1	1
11	13111	2810	0.77820050530132	1	1	1	1
11	13112	2811	0.92009900442317	1	1	1	1
11	13113	2812	0.81054290368006	1	1	1	1
11	13114	2813	0.76938004122028	1	1	1	1
11	13115	2814	0.89449757466679	1	1	1	1
11	13116	2815	0.89285388568551	1	1	1	1
11	13117	2816	0.86417648206748	1	1	1	1
11	13118	2817	0.80241359579744	1	1	1	1
11	13120	2819	0.95481399619059	1	1	1	1
11	13134	2825	0.9109535469872	1	1	1	1
11	13135	2826	0.80414234535985	1	1	1	1
11	13146	2831	0.8695184009119	1	1	1	1
11	13147	2832	0.99307951307951	1	1	1	1
11	13149	2834	0.90819058077348	1	1	1	1
11	13150	2835	0.76033532734894	1	1	1	1
11	13151	2836	0.83306312071473	1	1	1	1
11	13152	2837	0.95794392523364	1	1	1	1
11	13153	2838	0.87583207535506	1	1	1	1
11	13154	2839	0.82262467121012	1	1	1	1
11	13155	2840	0.73845641547166	1	1	1	1
11	13156	2841	0.65465841604501	1	1	1	1
11	13157	2842	0.91590111642743	1	1	1	1
11	13158	2843	0.97635467980296	1	1	1	1
11	13161	2846	0.95028340193184	1	1	1	1
11	13162	2847	0.81017295048331	1	1	1	1
11	13164	2848	0.87211498836785	1	1	1	1
11	13165	2849	0.90866410301069	1	1	1	1
11	13166	2850	0.99809523809524	1	1	1	1
11	13168	2851	0.7071137545342	1	1	1	1
11	13169	2852	0.70250224994172	1	1	1	1
11	13170	2853	0.86909689920094	1	1	1	1
11	13171	2854	0.90843540747999	1	1	1	1
11	13172	2855	0.77348017258738	1	1	1	1
11	13173	2856	0.7817185352568	1	1	1	1
11	13174	2857	0.70625560312663	1	1	1	1
11	13175	2858	0.80466672108061	1	1	1	1
11	13176	2859	0.64924609278494	1	1	1	1
11	13177	2860	0.82594862294982	1	1	1	1
11	13178	2861	0.66455422622376	1	1	1	1
11	13179	2862	0.84033633603707	1	1	1	1
11	13180	2863	0.90899205208807	1	1	1	1
11	13181	2864	0.92670560055739	1	1	1	1
11	13183	2866	0.91083469856075	1	1	1	1
11	13186	2869	0.96334256537282	1	1	1	1
11	13187	2870	0.96030878741695	1	1	1	1
11	13188	2871	0.9404401555401	1	1	1	1
11	13189	2872	0.97171717171717	1	1	1	1
11	13190	2873	0.75800596545792	1	1	1	1
11	13191	2874	0.69105718909538	1	1	1	1
11	13192	2875	0.63944209390257	1	1	1	1
11	13193	2876	0.78066873311692	1	1	1	1
11	13194	2877	0.92844639456968	1	1	1	1
11	13196	2879	0.78125924897322	1	1	1	1
11	13197	2880	0.77404142812886	1	1	1	1
11	13198	2881	0.99574468085106	1	1	1	1
11	13199	2882	0.79751193353288	1	1	1	1
11	13200	2883	0.88964086876474	1	1	1	1
11	13202	2885	0.15990261593149	1	1	1	1
11	13203	2886	0.63847477141595	1	1	1	1
11	13204	2887	0.99441583075464	1	1	1	1
11	13205	2888	0.49748208445549	1	1	1	1
11	13206	2889	0.23933958327731	1	1	1	1
11	13207	2890	0.77527658429779	1	1	1	1
11	13208	2891	0.93448369877167	1	1	1	1
11	13209	2892	0.98018518518519	1	1	1	1
11	13210	2893	0.92452848192601	1	1	1	1
11	13211	2894	0.74251094146183	1	1	1	1
11	13212	2895	1	1	1	1	1
11	13213	2896	0.93711845018071	1	1	1	1
11	13214	2897	0.74263292066637	1	1	1	1
11	13217	2900	0.96897151957335	1	1	1	1
11	13219	2902	0.89757590254066	1	1	1	1
11	13220	2903	0.88943180277271	1	1	1	1
11	13221	2904	0.90965835299676	1	1	1	1
11	13222	2905	0.89004689942678	1	1	1	1
11	13223	2906	0.99867374005305	1	1	1	1
11	13225	2908	0.9174076464996	1	1	1	1
11	13226	2909	0.5573443955398	1	1	1	1
11	13228	2911	0.82970083444178	1	1	1	1
11	13232	2914	0.77109899588112	1	1	1	1
11	13237	2919	0.76475884246313	1	1	1	1
11	13238	2920	0.66197637059672	1	1	1	1
11	13239	2921	0.89706734568911	1	1	1	1
11	13240	2922	0.68191024890854	1	1	1	1
11	13241	2923	0.85429593276978	1	1	1	1
11	13242	2924	0.71806960403011	1	1	1	1
11	13244	2925	0.91303541548069	1	1	1	1
11	13245	2926	0.61658815581577	1	1	1	1
11	13247	2928	0.91317411037239	1	1	1	1
11	13249	2930	0.74750661904361	1	1	1	1
11	13250	2931	0.83148356245578	1	1	1	1
11	13252	2933	0.88414737751257	1	1	1	1
11	13253	2934	0.88866660221726	1	1	1	1
11	13254	2935	0.86126205884346	1	1	1	1
11	13255	2936	0.89205234740931	1	1	1	1
11	13256	2937	0.94523488766415	1	1	1	1
11	13257	2938	0.6291027663441	1	1	1	1
11	13259	2939	0.7422342441245	1	1	1	1
11	13262	2942	0.73194523060794	1	1	1	1
11	13263	2943	0.86856166959727	1	1	1	1
11	13264	2944	0.72312825680149	1	1	1	1
11	13266	2946	0.73807545554562	1	1	1	1
11	13270	2948	0.66823983065053	1	1	1	1
11	13272	2950	0.85486652924237	1	1	1	1
11	13273	2951	0.8702419650995	1	1	1	1
11	13274	2952	0.85985946507544	1	1	1	1
11	13275	2953	0.91405367879154	1	1	1	1
11	13277	2955	0.75997643289168	1	1	1	1
11	13278	2956	0.87164443379397	1	1	1	1
11	13279	2957	0.91353637261713	1	1	1	1
11	13280	2958	0.91618478783468	1	1	1	1
11	13282	2960	0.85116587870484	1	1	1	1
11	13283	2961	0.94354642415418	1	1	1	1
11	13284	2962	0.85194419642983	1	1	1	1
11	13285	2963	0.84513440410743	1	1	1	1
11	13286	2964	0.86066260433264	1	1	1	1
11	13287	2965	0.84120040215191	1	1	1	1
11	13288	2966	0.69846169477748	1	1	1	1
11	13289	2967	0.86767695368776	1	1	1	1
11	13290	2968	0.79772484991354	1	1	1	1
11	13291	2969	0.74947562454082	1	1	1	1
11	13293	2971	0.89597141588956	1	1	1	1
11	13294	2972	0.74211516982825	1	1	1	1
11	13295	2973	0.9591405905922	1	1	1	1
11	13296	2974	0.83606395922107	1	1	1	1
11	13297	2975	0.77321003074721	1	1	1	1
11	13298	2976	0.73852139669257	1	1	1	1
11	13299	2977	0.79731904476187	1	1	1	1
11	13300	2978	0.82558397746592	1	1	1	1
11	13302	2980	0.91514316538161	1	1	1	1
11	13303	2981	0.92632775730589	1	1	1	1
11	13305	2983	0.98565673897945	1	1	1	1
11	13306	2984	0.8970544058745	1	1	1	1
11	13307	2985	0.88535423808822	1	1	1	1
11	13308	2986	0.60874087631498	1	1	1	1
11	13309	2987	0.69491296494259	1	1	1	1
11	13310	2988	0.88639369541814	1	1	1	1
11	13312	2990	0.82634728265688	1	1	1	1
11	13313	2991	0.85397123859978	1	1	1	1
11	13315	2993	0.84792196762846	1	1	1	1
11	13317	2995	0.65590084394671	1	1	1	1
11	13318	2996	0.76980851028161	1	1	1	0.5
11	13319	2997	0.94426205494379	1	1	1	1
11	13320	2998	0.88346034775493	1	1	1	1
11	13321	2999	0.93142961175	1	1	1	1
11	13322	3000	0.78047038467936	1	1	1	1
11	13323	3001	0.83857002387668	1	1	1	1
11	13324	3002	0.86109955088369	1	1	1	1
11	13325	3003	0.92953992469419	1	1	1	1
11	13326	3004	0.89910237851806	1	1	1	1
11	13329	3007	0.69933658889722	1	1	1	1
11	13330	3008	0.94469633486586	1	1	1	1
11	13332	3010	0.81126905638366	1	1	1	1
11	13333	3011	0.61548968781983	1	1	1	1
11	13336	3014	0.93299555422563	1	1	1	1
11	13339	3017	0.79692002678795	1	1	1	1
11	13340	3018	0.90489543702836	1	1	1	1
11	13341	3019	0.88463644876106	1	1	1	1
11	13348	3026	0.99437526835552	1	1	1	1
11	13349	3027	0.75736578233741	1	1	1	1
11	13350	3028	0.86073220811096	1	1	1	1
11	13351	3029	0.92458322931657	1	1	1	1
11	13352	3030	0.92947965716494	1	1	1	1
11	13353	3031	0.91692986839913	1	1	1	1
11	13354	3032	0.65168128241974	1	1	1	1
11	13355	3033	0.89962667483309	1	1	1	1
11	13356	3034	0.8117525295452	1	1	1	1
11	13357	3035	0.8928	1	1	1	1
11	13358	3036	0.86935365800357	1	1	1	1
11	13360	3038	0.77609624320283	1	1	1	1
11	13361	3039	0.67109399485612	1	1	1	1
11	13362	3040	0.89194786259564	1	1	1	1
11	13363	3041	0.88555875608844	1	1	1	1
11	13365	3043	0.84973660756493	1	1	1	1
11	13366	3044	0.85667107458987	1	1	1	1
11	13367	3045	0.88582640705423	1	1	1	1
11	13369	3047	0.95908652388434	1	1	1	1
11	13370	3048	0.86330668065447	1	1	1	1
11	13371	3049	0.84836327611931	1	1	1	1
11	13372	3050	0.86871689237088	1	1	1	1
11	13373	3051	0.86950403375313	1	1	1	1
11	13374	3052	0.82621431178457	1	1	1	1
11	13375	3053	0.75720279053178	1	1	1	1
11	13376	3054	0.87201105691659	1	1	1	1
11	13377	3055	0.73610919571207	1	1	1	1
11	13379	3057	0.55216163377121	1	1	1	1
11	13380	3058	0.95993788819876	1	1	1	1
11	13381	3059	0.98959656435519	1	1	1	1
11	13382	3060	0.88630170903645	1	1	1	1
11	13383	3061	0.70707333511351	1	1	1	1
11	13384	3062	0.81032526845027	1	1	1	1
11	13385	3063	0.78860303464651	1	1	1	1
11	13386	3064	0.87105351949429	1	1	1	1
11	13387	3065	0.68714310131164	1	1	1	1
11	13388	3066	0.82681952498934	1	1	1	1
11	13391	3069	0.93563095395868	1	1	1	1
11	13392	3070	0.99483568075117	1	1	1	1
11	13393	3071	1	1	1	1	1
11	13394	3072	0.92027795664871	1	1	1	1
11	13395	3073	0.91623260252293	1	1	1	1
11	13396	3074	0.92632863237936	1	1	1	1
11	13398	3075	0.82017210092088	1	1	1	1
11	13399	3076	0.82653694749173	1	1	1	1
11	13400	3077	0.83980881913858	1	1	1	1
11	13401	3078	0.85891680219276	1	1	1	1
11	13402	3079	0.84335842254648	1	1	1	1
11	13403	3080	0.79712011821383	1	1	1	1
11	13404	3081	0.90689077881188	1	1	1	1
11	13405	3082	0.90019486420483	1	1	1	1
11	13406	3083	0.59420444423413	1	1	1	1
11	13407	3084	0.86511410570722	1	1	1	1
11	13408	3085	0.8358082927546	1	1	1	1
11	13409	3086	0.87538857952679	1	1	1	1
11	13410	3087	0.94681818181818	1	1	1	1
11	13411	3088	0.92942815284013	1	1	1	1
11	13412	3089	0.91341824131709	1	1	1	1
11	13413	3090	0.83114750501393	1	1	1	1
11	13414	3091	0.84356157985088	1	1	1	1
11	13415	3092	0.85553014971764	1	1	1	1
11	13417	3094	0.90995934519869	1	1	1	1
11	13421	3097	0.70029253078972	1	1	1	1
11	13422	3098	0.89029065826864	1	1	1	1
11	13423	3099	0.80391405343614	1	1	1	1
11	13424	3100	0.71218576605768	1	1	1	1
11	13425	3101	0.92269864578235	1	1	1	1
11	13426	3102	0.7844017055913	1	1	1	1
11	13427	3103	0.77869040969303	1	1	1	1
11	13428	3104	0.93382516466556	1	1	1	1
11	13429	3105	0.81550587908862	1	1	1	1
11	13430	3106	0.86736583221543	1	1	1	1
11	13431	3107	0.52324023876592	1	1	1	1
11	13433	3109	0.79239782746473	1	1	1	1
11	13435	3111	0.84586425664676	1	1	1	1
11	13438	3114	0.73434027157766	1	1	1	1
11	13439	3115	0.93516795722321	1	1	1	1
11	13440	3116	0.89430859497567	1	1	1	1
11	13442	3117	0.82431291699582	1	1	1	1
11	13445	3120	0.7719283563879	1	1	1	1
11	13446	3121	0.93546052570687	1	1	1	1
11	13448	3123	0.89537932591552	1	1	1	1
11	13450	3125	0.97241379310345	1	1	1	1
11	13454	3129	0.92343184765449	1	1	1	1
11	13455	3130	0.8636811273754	1	1	1	1
11	13457	3132	0.92116229618882	1	1	1	1
11	13459	3134	0.72631721953728	1	1	1	1
11	13460	3135	0.89293336426441	1	1	1	1
11	13461	3136	0.94383760649803	1	1	1	1
11	13463	3138	0.9745363651024	1	1	1	1
11	13464	3139	0.80859926992558	1	1	1	1
11	13465	3140	0.92904289713345	1	1	1	1
11	13466	3141	0.87978197043095	1	1	1	1
11	13467	3142	0.78144102876052	1	1	1	1
11	13468	3143	0.96920634920635	1	1	1	1
11	13469	3144	0.93374120956399	1	1	1	1
11	13470	3145	0.81661351510661	1	1	1	1
11	13471	3146	0.79073460608584	1	1	1	1
11	13472	3147	0.78782456365432	1	1	1	1
11	13473	3148	0.93043205838076	1	1	1	1
11	13474	3149	0.91078459507547	1	1	1	1
11	13475	3150	0.89819924324026	1	1	1	1
11	13476	3151	0.701506882461	1	1	1	1
11	13477	3152	0.89945681031195	1	1	1	1
11	13478	3153	0.86941869319739	1	1	1	1
11	13479	3154	0.61527711034749	1	1	1	1
11	13483	3155	0.46720270091565	1	1	1	1
11	13484	3156	0.6928729758376	1	1	1	1
11	13485	3157	0.89645110728466	1	1	1	1
11	13486	3158	0.60019688773078	1	1	1	1
11	13487	3159	0.87418723303275	1	1	1	1
11	13488	3160	0.6875414979192	1	1	1	1
11	13489	3161	0.82228544637055	1	1	1	1
11	13491	3163	0.82142034040234	1	1	1	1
11	13492	3164	0.97482517482518	1	1	1	1
11	13493	3165	0.78654046603965	1	1	1	1
11	13494	3166	0.96707281030882	1	1	1	1
11	13495	3167	0.7595095349294	1	1	1	1
11	13497	3169	0.67124725663627	1	1	1	1
